Order_ID,Order_Date,Customer_ID,Customer_Name,City,Category,Sub_Category,Product_ID,Product_Name,Quantity,Price,Discount,Revenue,Profit,Payment_Method
ORD1120,2023-06-02,CUST982,Diya,Hyderabad,Electronics,Laptop,PROD6260,Laptop 7,2,49229.04,0.21,77781.88,14848.39,Credit Card
ORD1121,2024-11-11,CUST901,Arjun,Ahmedabad,Accessories,Sunglasses,PROD7913,Sunglasses 45,2,11188.58,0.02,21929.62,4486.45,Credit Card
ORD1122,2024-06-11,CUST461,Diya,Jaipur,Accessories,Bag,PROD7885,Bag 25,4,39425.37,0.04,151393.42,22442.22,Credit Card
ORD1123,2024-03-07,CUST144,Ananya,Ahmedabad,Electronics,Tablet,PROD3258,Tablet 46,2,16818.47,0.24,25564.07,3409.56,Credit Card
ORD1124,2023-05-01,CUST209,Rohan,Pune,Accessories,Bag,PROD5461,Bag 2,3,48758.12,0.23,112631.26,13799.48,Credit Card
ORD1125,2023-06-04,CUST891,Aarav,Lucknow,Home,Mattress,PROD8748,Mattress 15,3,27681.04,0.15,70586.65,20716.74,UPI
ORD1126,2024-06-16,CUST852,Kabir,Kolkata,Clothing,T-Shirt,PROD4767,T-Shirt 28,4,21174.45,0.26,62676.37,14105.21,Credit Card
ORD1127,2023-04-26,CUST150,Rahul,Lucknow,Accessories,Belt,PROD2262,Belt 42,3,18558.51,0.1,50107.98,5303.59,UPI
ORD1128,2023-04-28,CUST361,Kabir,Jaipur,Accessories,Bag,PROD6670,Bag 40,1,25911.54,0.15,22024.81,2194.22,COD
ORD1129,2023-11-04,CUST227,Vivaan,Pune,Electronics,Tablet,PROD4279,Tablet 46,2,3025.77,0.2,4841.23,1418.92,UPI
ORD1130,2023-04-07,CUST128,Diya,Jaipur,Clothing,Jacket,PROD6724,Jacket 41,1,19893.6,0.24,15119.14,4477.65,Credit Card
ORD1131,2023-04-03,CUST250,Rahul,Pune,Accessories,Belt,PROD3316,Belt 5,5,9585.9,0.07,44574.43,9478.09,Credit Card
ORD1132,2023-10-01,CUST616,Meera,Jaipur,Electronics,Laptop,PROD1609,Laptop 45,1,16621.97,0.04,15957.09,3959.3,UPI
ORD1133,2024-12-22,CUST461,Arjun,Chennai,Home,Lamp,PROD8677,Lamp 3,1,41236.84,0.28,29690.52,6961.96,UPI
ORD1134,2023-01-17,CUST603,Rahul,Mumbai,Accessories,Wallet,PROD4785,Wallet 21,4,20225.11,0.05,76855.42,21064.64,COD
ORD1135,2023-11-10,CUST782,Isha,Delhi,Accessories,Watch,PROD3793,Watch 10,4,48905.75,0.06,183885.62,31733.57,Credit Card
ORD1136,2023-08-08,CUST329,Vivaan,Hyderabad,Accessories,Belt,PROD3320,Belt 38,1,48262.24,0.0,48262.24,7237.8,UPI
ORD1137,2024-12-19,CUST568,Aditi,Ahmedabad,Home,Chair,PROD5500,Chair 39,4,26557.77,0.01,105168.77,11060.86,Credit Card
ORD1138,2023-10-15,CUST762,Aarav,Pune,Accessories,Wallet,PROD5424,Wallet 25,5,10705.96,0.08,49247.42,5367.22,Credit Card
ORD1139,2024-10-16,CUST173,Kabir,Kolkata,Home,Mattress,PROD8845,Mattress 31,1,38552.03,0.27,28142.98,4486.64,COD
ORD1140,2023-01-09,CUST439,Sneha,Lucknow,Electronics,Headphones,PROD3987,Headphones 32,5,9431.44,0.26,34896.33,6398.57,COD
ORD1141,2024-06-13,CUST986,Sneha,Pune,Electronics,Headphones,PROD7378,Headphones 15,2,8917.68,0.17,14803.35,3140.96,Netbanking
ORD1142,2023-02-10,CUST711,Aditi,Pune,Electronics,Tablet,PROD1915,Tablet 35,3,2135.33,0.03,6213.81,874.89,UPI
ORD1143,2024-05-08,CUST580,Isha,Chennai,Home,Chair,PROD7014,Chair 13,4,6005.61,0.21,18977.73,5243.91,Credit Card
ORD1144,2023-07-14,CUST351,Diya,Delhi,Clothing,T-Shirt,PROD7289,T-Shirt 47,5,36034.61,0.09,163957.48,18017.28,Credit Card
ORD1145,2024-01-06,CUST876,Sneha,Chennai,Clothing,Dress,PROD3513,Dress 20,1,29551.78,0.3,20686.25,2233.69,Netbanking
ORD1146,2023-06-20,CUST459,Sanya,Kolkata,Home,Curtains,PROD1524,Curtains 11,2,41579.98,0.19,67359.57,5302.86,Netbanking
ORD1147,2024-09-02,CUST125,Ananya,Hyderabad,Home,Curtains,PROD1902,Curtains 23,4,8077.18,0.23,24877.71,5814.19,Credit Card
ORD1148,2023-05-09,CUST369,Vivaan,Jaipur,Accessories,Bag,PROD3697,Bag 19,2,38864.43,0.15,66069.53,14706.75,Netbanking
ORD1149,2024-12-18,CUST669,Rohan,Pune,Accessories,Wallet,PROD8394,Wallet 41,3,24004.73,0.25,54010.64,13301.51,COD
ORD1150,2023-04-09,CUST201,Kunal,Lucknow,Home,Mattress,PROD2979,Mattress 34,4,40505.91,0.12,142580.8,25095.7,COD
ORD1151,2024-07-28,CUST171,Priya,Bangalore,Accessories,Watch,PROD3725,Watch 42,2,30146.41,0.05,57278.18,12815.59,COD
ORD1152,2024-10-11,CUST679,Diya,Jaipur,Clothing,Dress,PROD6184,Dress 29,2,22466.65,0.13,39091.97,2172.54,Netbanking
ORD1153,2024-06-05,CUST521,Meera,Ahmedabad,Clothing,Jacket,PROD1843,Jacket 45,1,19346.65,0.02,18959.72,1169.36,Credit Card
ORD1154,2023-12-14,CUST583,Vivaan,Delhi,Clothing,Jeans,PROD3821,Jeans 43,1,5093.14,0.28,3667.06,183.9,Netbanking
ORD1155,2023-02-13,CUST287,Rahul,Mumbai,Home,Curtains,PROD1916,Curtains 13,1,38157.24,0.23,29381.07,2751.67,COD
ORD1156,2024-11-12,CUST564,Rahul,Lucknow,Home,Table,PROD3529,Table 45,4,41559.35,0.27,121353.3,8373.39,UPI
ORD1157,2023-08-01,CUST656,Arjun,Mumbai,Accessories,Belt,PROD6725,Belt 3,3,47854.9,0.01,142129.05,24544.11,Credit Card
ORD1158,2024-01-01,CUST911,Sneha,Bangalore,Accessories,Bag,PROD7296,Bag 2,4,36385.01,0.15,123709.03,36621.95,Netbanking
ORD1159,2023-08-11,CUST993,Rohan,Ahmedabad,Accessories,Sunglasses,PROD6665,Sunglasses 7,1,21324.62,0.12,18765.67,2280.68,UPI
ORD1160,2023-11-06,CUST445,Arjun,Chennai,Accessories,Bag,PROD3477,Bag 21,3,34803.65,0.17,86661.09,11615.11,UPI
ORD1161,2023-04-14,CUST177,Priya,Lucknow,Clothing,Shoes,PROD7755,Shoes 45,2,6922.73,0.02,13568.55,1806.53,Netbanking
ORD1162,2024-10-28,CUST742,Rahul,Delhi,Accessories,Watch,PROD7146,Watch 32,5,45317.47,0.18,185801.63,45614.96,COD
ORD1163,2023-05-02,CUST965,Rahul,Delhi,Electronics,Headphones,PROD7987,Headphones 46,3,47567.31,0.21,112734.52,15627.88,COD
ORD1164,2023-03-18,CUST795,Isha,Ahmedabad,Clothing,Dress,PROD9856,Dress 43,4,27714.85,0.12,97556.27,15903.94,Netbanking
ORD1165,2023-09-11,CUST331,Isha,Lucknow,Home,Lamp,PROD3384,Lamp 22,2,9540.65,0.13,16600.73,4769.15,COD
ORD1166,2023-06-08,CUST878,Aarav,Jaipur,Accessories,Sunglasses,PROD4959,Sunglasses 19,4,30000.46,0.09,109201.67,11478.78,Credit Card
ORD1167,2023-11-29,CUST787,Aditi,Delhi,Electronics,Headphones,PROD5710,Headphones 46,2,44450.04,0.1,80010.07,19143.01,Netbanking
ORD1168,2023-07-31,CUST203,Ananya,Pune,Accessories,Watch,PROD4720,Watch 36,4,36031.11,0.05,136918.22,34841.58,UPI
ORD1169,2024-01-25,CUST245,Aditi,Chennai,Home,Curtains,PROD2769,Curtains 22,1,28589.11,0.03,27731.44,2693.19,Credit Card
ORD1170,2023-05-03,CUST123,Rahul,Hyderabad,Electronics,Smartphone,PROD7952,Smartphone 47,5,40492.14,0.11,180190.02,17759.42,COD
ORD1171,2023-08-19,CUST855,Meera,Kolkata,Electronics,Smartphone,PROD8585,Smartphone 43,2,11260.64,0.13,19593.51,2784.13,UPI
ORD1172,2023-01-14,CUST341,Aditi,Jaipur,Accessories,Bag,PROD5456,Bag 20,5,40035.84,0.3,140125.44,15560.09,COD
ORD1173,2023-06-20,CUST966,Vivaan,Bangalore,Electronics,Headphones,PROD9155,Headphones 23,5,45320.03,0.06,213004.14,33871.28,Credit Card
ORD1174,2023-03-09,CUST263,Kunal,Hyderabad,Accessories,Sunglasses,PROD6743,Sunglasses 16,3,4199.82,0.15,10709.54,2016.11,UPI
ORD1175,2024-02-15,CUST527,Rohan,Ahmedabad,Electronics,Headphones,PROD2066,Headphones 2,2,6707.99,0.27,9793.67,2547.71,COD
ORD1176,2024-08-24,CUST757,Isha,Chennai,Electronics,Laptop,PROD6955,Laptop 48,1,43318.11,0.24,32921.76,6435.02,UPI
ORD1177,2023-09-08,CUST483,Rahul,Delhi,Electronics,Tablet,PROD4776,Tablet 11,3,46453.76,0.16,117063.48,7090.2,Credit Card
ORD1178,2023-09-09,CUST715,Priya,Bangalore,Clothing,Dress,PROD6674,Dress 31,2,12172.53,0.08,22397.46,4791.58,Netbanking
ORD1179,2023-02-01,CUST573,Sanya,Mumbai,Accessories,Watch,PROD8938,Watch 35,1,34874.18,0.3,24411.93,6964.04,UPI
